Serial Number:,PSY1E40Z
APP Serial #:,0300094F
Head Serial #:,1960
App Ver:,R1-7-8
COM Ver:,R2-5-0
Instrument Name:,ICT PSYCHROMETER 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,15,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
17/07/2021,02:00:00,14.14,-0.740,0.068,-0.02,0.38,-3.40,-0.138,-0.10,8.597,4.20,23.10 ,present ,12.56 ,50.40 ,
17/07/2021,02:10:00,14.05,-0.681,0.000,0.00,0.38,-3.40,-0.056,-0.09,8.601,4.20,22.90 ,present ,12.56 ,50.70 ,
17/07/2021,02:20:00,13.98,-0.612,0.000,0.00,0.38,-3.40,-0.236,-0.08,8.604,4.20,22.60 ,present ,12.56 ,50.70 ,
17/07/2021,02:30:00,13.90,-0.620,0.000,0.00,0.38,-3.40,-0.089,-0.08,8.604,4.20,22.60 ,present ,12.59 ,50.40 ,
17/07/2021,02:40:00,13.82,-0.564,0.000,0.00,0.38,-3.40,-0.151,-0.07,8.608,4.20,22.60 ,present ,12.59 ,50.70 ,
17/07/2021,02:50:00,13.77,-0.629,0.000,0.00,0.38,-3.40,-0.060,-0.08,8.612,4.20,22.50 ,present ,12.60 ,51.00 ,
17/07/2021,03:00:00,13.70,-0.679,0.000,0.00,0.38,-3.40,-0.121,-0.09,8.612,4.20,22.40 ,present ,12.63 ,50.70 ,
17/07/2021,03:10:00,13.67,-0.604,0.000,0.00,0.38,-3.40,-0.056,-0.08,8.616,4.20,22.60 ,present ,12.60 ,51.00 ,
17/07/2021,03:20:00,13.65,-0.524,0.000,0.00,0.38,-3.40,-0.117,-0.07,8.616,4.20,22.50 ,present ,12.63 ,50.70 ,
17/07/2021,03:30:00,13.69,-0.572,0.084,0.00,0.38,-3.40,-0.001,-0.08,8.616,4.20,22.70 ,present ,12.56 ,51.00 ,
17/07/2021,03:40:00,13.68,-0.475,0.000,0.00,0.38,-3.40,-0.021,-0.06,8.616,4.20,22.90 ,present ,12.56 ,50.40 ,
17/07/2021,03:50:00,13.70,-0.494,0.115,0.00,0.38,-3.40,0.064,-0.06,8.612,4.20,23.20 ,present ,12.56 ,51.00 ,
17/07/2021,04:00:00,13.76,-0.404,0.000,0.00,0.38,-3.40,0.134,-0.05,8.612,4.20,23.30 ,present ,12.60 ,51.00 ,
17/07/2021,04:10:00,13.80,-0.488,0.137,-0.01,0.38,-3.40,0.067,-0.06,8.608,4.20,23.50 ,present ,12.60 ,51.00 ,
17/07/2021,04:20:00,13.83,-0.447,0.123,0.00,0.38,-3.40,0.080,-0.06,8.608,4.20,23.40 ,present ,12.63 ,50.70 ,
17/07/2021,04:30:00,13.84,-0.591,0.123,-0.02,0.38,-3.40,0.132,-0.08,8.608,4.20,23.60 ,present ,12.59 ,50.70 ,
17/07/2021,04:40:00,13.87,-0.515,0.203,-0.04,0.38,-3.40,0.009,-0.07,8.608,4.20,23.60 ,present ,12.63 ,50.70 ,
17/07/2021,04:50:00,13.87,-0.461,0.190,-0.03,0.38,-3.40,0.055,-0.06,8.608,4.20,23.60 ,present ,12.60 ,51.00 ,
17/07/2021,05:00:00,13.85,-0.570,0.197,-0.05,0.38,-3.40,-0.025,-0.08,8.608,4.20,23.60 ,present ,12.63 ,50.70 ,
17/07/2021,05:10:00,13.87,-0.379,0.242,-0.04,0.38,-3.40,0.085,-0.05,8.608,4.20,23.50 ,present ,12.66 ,50.70 ,
17/07/2021,05:20:00,13.89,-0.399,0.243,-0.04,0.38,-3.40,0.078,-0.05,8.608,4.20,23.70 ,present ,12.60 ,51.00 ,
17/07/2021,05:30:00,13.90,-0.456,0.261,-0.06,0.38,-3.40,0.066,-0.06,8.604,4.20,23.40 ,present ,12.60 ,51.00 ,
17/07/2021,05:40:00,13.88,-0.492,0.210,-0.04,0.38,-3.40,-0.028,-0.06,8.608,4.20,23.30 ,present ,12.63 ,51.00 ,
17/07/2021,05:50:00,13.85,-0.431,0.217,-0.04,0.38,-3.40,-0.157,-0.06,8.608,4.20,23.30 ,present ,12.63 ,50.40 ,
17/07/2021,06:00:00,13.86,-0.448,0.226,-0.04,0.38,-3.40,-0.012,-0.06,8.608,4.20,23.30 ,present ,12.63 ,50.70 ,
17/07/2021,06:10:00,13.88,-0.412,0.250,-0.05,0.38,-3.40,0.015,-0.05,8.608,4.20,23.40 ,present ,12.63 ,50.40 ,
17/07/2021,06:20:00,13.85,-0.490,0.280,-0.07,0.38,-3.40,-0.088,-0.06,8.608,4.20,23.40 ,present ,12.63 ,50.40 ,
17/07/2021,06:30:00,13.83,-0.431,0.272,-0.06,0.38,-3.40,-0.157,-0.06,8.608,4.20,23.30 ,present ,12.59 ,50.40 ,
17/07/2021,06:40:00,13.83,-0.388,0.291,-0.06,0.38,-3.40,-0.045,-0.05,8.608,4.20,23.30 ,present ,12.60 ,51.00 ,
17/07/2021,06:50:00,13.83,-0.393,0.267,-0.05,0.38,-3.40,-0.131,-0.05,8.608,4.20,23.30 ,present ,12.59 ,50.40 ,
17/07/2021,07:00:00,13.83,-0.287,0.280,-0.04,0.38,-3.40,-0.037,-0.04,8.608,4.20,23.40 ,present ,12.59 ,50.40 ,
17/07/2021,07:10:00,13.83,-0.208,0.327,-0.05,0.38,-3.40,-0.146,-0.02,8.608,4.20,23.30 ,present ,12.63 ,51.00 ,
17/07/2021,07:20:00,13.81,-0.312,0.324,-0.06,0.38,-3.40,-0.197,-0.04,8.608,4.20,23.20 ,present ,12.63 ,50.40 ,
17/07/2021,07:30:00,13.83,-0.282,0.299,-0.05,0.38,-3.40,-0.185,-0.03,8.608,4.20,23.40 ,present ,12.60 ,51.00 ,
17/07/2021,07:40:59,13.85,-0.309,0.357,-0.08,0.38,-3.40,-0.015,-0.04,8.608,4.20,23.60 ,present ,12.59 ,50.70 ,
17/07/2021,07:50:00,13.90,-0.145,0.395,-0.07,0.38,-3.40,-0.064,-0.02,8.604,4.20,23.60 ,present ,12.63 ,50.40 ,
17/07/2021,08:00:00,13.93,-0.315,0.406,-0.10,0.38,-3.40,-0.038,-0.04,8.604,4.20,23.80 ,present ,12.63 ,51.00 ,
17/07/2021,08:10:00,13.98,-0.131,0.436,-0.08,0.38,-3.40,-0.203,-0.01,8.604,4.20,23.90 ,present ,12.63 ,51.00 ,
17/07/2021,08:20:00,14.02,-0.126,0.488,-0.11,0.38,-3.40,-0.163,-0.01,8.601,4.20,24.00 ,present ,12.63 ,50.70 ,
17/07/2021,08:30:00,14.11,0.044,0.535,-0.10,0.38,-3.40,-0.102,0.00,8.597,4.20,24.30 ,present ,12.63 ,51.00 ,
17/07/2021,08:40:00,14.20,-0.088,0.606,-0.15,0.38,-3.40,-0.084,-0.01,8.593,4.20,26.10 ,present ,12.60 ,51.60 ,
17/07/2021,08:50:00,14.43,0.027,0.608,-0.13,0.38,-3.40,-0.046,0.00,8.585,4.21,27.20 ,present ,12.63 ,51.30 ,
17/07/2021,09:00:00,14.56,0.193,0.739,-0.16,0.38,-3.40,0.010,0.02,8.582,4.21,27.70 ,present ,12.60 ,51.60 ,
17/07/2021,09:10:00,14.73,0.197,0.825,-0.19,0.38,-3.40,-0.059,0.02,8.574,4.21,28.20 ,present ,12.63 ,51.00 ,
17/07/2021,09:20:00,14.89,0.458,0.987,-0.22,0.38,-3.40,-0.071,0.06,8.570,4.20,27.90 ,present ,12.63 ,50.40 ,
17/07/2021,09:30:00,15.03,0.481,1.169,-0.29,0.38,-3.40,-0.160,0.06,8.563,4.20,27.50 ,present ,12.60 ,51.00 ,
17/07/2021,09:40:00,15.20,0.513,1.256,-0.31,0.38,-3.40,-0.114,0.07,8.555,4.20,27.40 ,present ,12.63 ,51.00 ,
17/07/2021,09:50:00,15.44,0.685,1.483,-0.38,0.38,-3.40,-0.076,0.09,8.548,4.21,27.30 ,present ,12.63 ,50.70 ,
17/07/2021,10:00:00,15.73,0.802,1.715,-0.44,0.38,-3.40,-0.079,0.11,8.536,4.21,27.40 ,present ,12.67 ,51.00 ,
17/07/2021,10:10:00,16.07,1.057,1.919,-0.48,0.38,-3.40,-0.022,0.14,8.525,4.20,27.40 ,present ,12.63 ,51.00 ,
17/07/2021,10:20:00,16.39,0.832,1.911,-0.50,0.38,-3.40,-0.044,0.11,8.514,4.20,27.50 ,present ,12.67 ,51.30 ,
17/07/2021,10:30:00,16.64,0.784,1.865,-0.48,0.38,-3.40,0.041,0.10,8.503,4.21,28.00 ,present ,12.59 ,50.70 ,
17/07/2021,10:40:00,16.99,0.786,2.000,-0.52,0.38,-3.40,-0.101,0.10,8.491,4.21,28.50 ,present ,12.63 ,51.30 ,
17/07/2021,10:50:00,17.40,0.929,2.069,-0.52,0.38,-3.40,0.034,0.12,8.473,4.21,29.20 ,present ,12.67 ,51.30 ,
17/07/2021,11:00:00,17.80,0.959,2.137,-0.53,0.38,-3.40,-0.051,0.13,8.458,4.21,29.90 ,present ,12.60 ,51.00 ,
17/07/2021,11:10:00,18.21,0.541,2.050,-0.55,0.38,-3.40,0.003,0.07,8.443,4.21,30.30 ,present ,12.67 ,51.30 ,
17/07/2021,11:20:00,18.59,0.598,2.039,-0.53,0.38,-3.40,-0.140,0.08,8.432,4.21,31.00 ,present ,12.63 ,51.30 ,
17/07/2021,11:30:00,18.91,0.563,1.894,-0.47,0.38,-3.40,-0.018,0.07,8.417,4.21,31.60 ,present ,12.64 ,51.60 ,
17/07/2021,11:40:00,19.24,0.577,1.851,-0.45,0.38,-3.40,-0.065,0.07,8.406,4.21,32.20 ,present ,12.63 ,51.30 ,
17/07/2021,11:50:00,19.48,0.485,1.769,-0.43,0.38,-3.40,-0.192,0.06,8.399,4.21,32.90 ,present ,12.63 ,51.30 ,
17/07/2021,12:00:00,19.64,0.275,1.525,-0.37,0.38,-3.40,-0.297,0.03,8.392,4.21,33.00 ,present ,12.67 ,51.30 ,
17/07/2021,12:10:00,19.80,0.269,1.476,-0.35,0.38,-3.40,-0.294,0.03,8.384,4.21,33.00 ,present ,12.63 ,51.30 ,
17/07/2021,12:20:00,19.92,0.197,1.429,-0.34,0.38,-3.40,-0.258,0.02,8.381,4.21,33.09 ,present ,12.67 ,51.00 ,
17/07/2021,12:30:00,19.98,0.015,1.254,-0.31,0.38,-3.40,-0.286,0.00,8.381,4.21,32.59 ,present ,12.66 ,50.70 ,
17/07/2021,12:40:00,20.04,0.066,1.198,-0.28,0.38,-3.40,-0.101,0.00,8.377,4.21,32.70 ,present ,12.67 ,51.00 ,
17/07/2021,12:50:00,20.14,0.339,1.330,-0.29,0.38,-3.40,-0.182,0.04,8.373,4.21,32.70 ,present ,12.67 ,51.00 ,
17/07/2021,13:00:01,20.20,0.069,1.276,-0.31,0.38,-3.40,-0.201,0.00,8.370,4.21,33.09 ,present ,12.67 ,51.00 ,
17/07/2021,13:10:00,20.27,-0.035,1.232,-0.30,0.38,-3.40,-0.260,0.00,8.370,4.21,33.20 ,present ,12.63 ,51.30 ,
17/07/2021,13:20:00,20.34,-0.198,1.140,-0.29,0.38,-3.40,-0.215,-0.02,8.366,4.21,34.09 ,present ,12.67 ,51.60 ,
17/07/2021,13:30:00,20.38,0.031,1.108,-0.25,0.38,-3.40,-0.269,0.00,8.366,4.21,35.09 ,present ,12.64 ,51.90 ,
17/07/2021,13:40:00,20.54,-0.010,1.110,-0.26,0.38,-3.40,-0.145,0.00,8.359,4.21,35.80 ,present ,12.67 ,51.90 ,
17/07/2021,13:50:00,20.69,0.001,1.156,-0.27,0.38,-3.40,-0.095,0.00,8.355,4.21,36.59 ,present ,12.67 ,51.60 ,
17/07/2021,14:00:00,20.79,-0.022,1.241,-0.30,0.38,-3.40,-0.197,0.00,8.352,4.21,36.90 ,present ,12.67 ,51.30 ,
17/07/2021,14:10:00,20.92,0.276,1.367,-0.30,0.38,-3.40,-0.060,0.03,8.344,4.21,37.20 ,present ,12.67 ,51.30 ,
17/07/2021,14:20:00,21.12,0.400,1.466,-0.31,0.38,-3.40,-0.203,0.05,8.337,4.21,37.50 ,present ,12.67 ,51.30 ,
17/07/2021,14:30:00,21.34,0.359,1.484,-0.32,0.38,-3.40,-0.120,0.04,8.330,4.21,37.20 ,present ,12.66 ,50.70 ,
17/07/2021,14:40:00,21.46,0.248,1.448,-0.32,0.38,-3.40,-0.287,0.03,8.326,4.21,36.59 ,present ,12.67 ,51.00 ,
17/07/2021,14:50:00,21.54,0.338,1.483,-0.32,0.38,-3.40,-0.085,0.04,8.323,4.21,36.00 ,present ,12.67 ,51.00 ,
17/07/2021,15:00:00,21.65,0.169,1.459,-0.33,0.38,-3.40,-0.229,0.02,8.319,4.21,35.20 ,present ,12.63 ,51.00 ,
17/07/2021,15:10:00,21.80,0.427,1.649,-0.36,0.38,-3.40,-0.096,0.05,8.312,4.21,34.80 ,present ,12.63 ,50.70 ,
17/07/2021,15:20:00,21.94,0.527,1.904,-0.42,0.38,-3.40,-0.019,0.07,8.308,4.21,34.40 ,present ,12.66 ,50.70 ,
17/07/2021,15:30:00,22.15,0.627,2.198,-0.50,0.38,-3.40,-0.003,0.08,8.301,4.21,34.30 ,present ,12.63 ,51.00 ,
17/07/2021,15:40:00,22.41,0.723,2.226,-0.49,0.38,-3.40,-0.195,0.09,8.290,4.21,34.00 ,present ,12.60 ,51.30 ,
17/07/2021,15:50:00,22.54,0.491,1.931,-0.43,0.38,-3.40,-0.237,0.06,8.287,4.21,33.59 ,present ,12.63 ,51.00 ,
17/07/2021,16:00:00,22.54,0.049,1.404,-0.32,0.38,-3.40,-0.318,0.00,8.287,4.21,32.70 ,present ,12.60 ,51.00 ,
17/07/2021,16:10:00,22.45,-0.113,1.082,-0.24,0.38,-3.40,-0.465,-0.01,8.290,4.21,32.40 ,present ,12.59 ,50.70 ,
17/07/2021,16:20:00,22.33,-0.297,0.809,-0.18,0.38,-3.40,-0.486,-0.04,8.294,4.21,32.00 ,present ,12.59 ,50.70 ,
17/07/2021,16:30:00,22.22,-0.510,0.525,-0.12,0.38,-3.40,-0.327,-0.06,8.297,4.21,31.20 ,present ,12.60 ,51.00 ,
17/07/2021,16:40:00,22.19,-0.416,0.484,-0.09,0.38,-3.40,-0.363,-0.05,8.301,4.21,31.10 ,present ,12.59 ,50.70 ,
17/07/2021,16:50:00,22.06,-0.552,0.397,-0.09,0.38,-3.40,-0.456,-0.07,8.305,4.20,30.80 ,present ,12.63 ,50.70 ,
17/07/2021,17:00:00,21.99,-0.557,0.291,-0.05,0.38,-3.40,-0.369,-0.07,8.308,4.21,30.70 ,present ,12.59 ,50.70 ,
17/07/2021,17:10:00,21.87,-0.757,0.212,-0.05,0.38,-3.40,-0.370,-0.10,8.312,4.21,30.60 ,present ,12.59 ,50.40 ,
17/07/2021,17:20:00,21.75,-0.739,0.211,-0.05,0.38,-3.40,-0.276,-0.10,8.315,4.21,30.20 ,present ,12.59 ,50.70 ,
17/07/2021,17:30:00,21.66,-0.725,0.219,-0.05,0.38,-3.40,-0.242,-0.09,8.319,4.21,30.30 ,present ,12.60 ,51.00 ,
17/07/2021,17:40:00,21.63,-0.539,0.267,-0.04,0.38,-3.40,-0.171,-0.07,8.319,4.21,30.00 ,present ,12.63 ,51.00 ,
17/07/2021,17:50:00,21.60,-0.469,0.278,-0.04,0.38,-3.40,-0.144,-0.06,8.319,4.21,30.30 ,present ,12.63 ,50.70 ,
17/07/2021,18:00:00,21.58,-0.727,0.155,-0.03,0.38,-3.40,-0.111,-0.09,8.323,4.21,30.20 ,present ,12.63 ,50.70 ,
17/07/2021,18:10:00,21.56,-0.661,0.206,-0.04,0.38,-3.40,-0.144,-0.09,8.323,4.21,30.10 ,present ,12.60 ,51.00 ,
17/07/2021,18:20:00,21.55,-0.625,0.141,-0.01,0.38,-3.40,-0.130,-0.08,8.323,4.21,30.10 ,present ,12.56 ,50.70 ,
17/07/2021,18:30:00,21.54,-0.569,0.207,-0.03,0.38,-3.40,-0.081,-0.07,8.323,4.21,29.90 ,present ,12.59 ,50.70 ,
17/07/2021,18:40:00,21.46,-0.721,0.144,-0.03,0.38,-3.40,-0.239,-0.09,8.326,4.21,30.00 ,present ,12.60 ,51.00 ,
17/07/2021,18:50:00,21.49,-0.507,0.174,-0.01,0.38,-3.40,-0.032,-0.06,8.326,4.21,30.00 ,present ,12.63 ,50.70 ,
17/07/2021,19:00:00,21.45,-0.651,0.184,-0.03,0.38,-3.40,-0.173,-0.08,8.326,4.21,29.90 ,present ,12.63 ,50.70 ,
17/07/2021,19:10:00,21.33,-0.827,0.093,-0.03,0.38,-3.40,-0.295,-0.11,8.330,4.21,29.60 ,present ,12.60 ,51.00 ,
17/07/2021,19:20:00,21.14,-0.865,0.184,-0.06,0.38,-3.40,-0.356,-0.11,8.337,4.21,29.00 ,present ,12.59 ,50.70 ,
17/07/2021,19:30:00,20.88,-1.022,0.072,-0.05,0.38,-3.40,-0.520,-0.13,8.348,4.21,28.60 ,present ,12.59 ,50.70 ,
17/07/2021,19:40:00,20.58,-1.005,0.049,-0.04,0.38,-3.40,-0.439,-0.13,8.359,4.20,28.00 ,present ,12.56 ,50.70 ,
17/07/2021,19:50:00,20.36,-1.003,0.025,-0.03,0.38,-3.40,-0.534,-0.13,8.366,4.20,27.60 ,present ,12.56 ,50.70 ,
17/07/2021,20:00:00,20.13,-0.957,0.022,-0.02,0.38,-3.40,-0.467,-0.13,8.373,4.20,27.40 ,present ,12.60 ,51.00 ,
17/07/2021,20:10:00,19.96,-0.914,0.038,-0.02,0.38,-3.40,-0.530,-0.12,8.381,4.21,27.40 ,present ,12.63 ,51.00 ,
17/07/2021,20:20:00,19.77,-0.906,0.000,-0.01,0.38,-3.40,-0.555,-0.12,8.388,4.21,27.40 ,present ,12.60 ,51.00 ,
17/07/2021,20:30:00,19.56,-0.923,0.059,-0.03,0.38,-3.40,-0.444,-0.12,8.395,4.20,27.30 ,present ,12.56 ,50.70 ,
17/07/2021,20:40:00,19.39,-1.103,0.019,-0.04,0.38,-3.40,-0.508,-0.15,8.403,4.20,27.30 ,present ,12.63 ,50.70 ,
17/07/2021,20:50:00,19.24,-0.901,0.040,-0.02,0.38,-3.40,-0.376,-0.12,8.406,4.20,27.20 ,present ,12.59 ,50.70 ,
17/07/2021,21:00:00,19.08,-0.946,-0.023,-0.01,0.38,-3.40,-0.364,-0.13,8.414,4.21,27.10 ,present ,12.63 ,51.00 ,
17/07/2021,21:10:00,18.94,-0.797,0.055,-0.01,0.38,-3.40,-0.262,-0.10,8.417,4.20,27.20 ,present ,12.56 ,51.00 ,
17/07/2021,21:20:00,18.80,-0.856,0.027,-0.01,0.38,-3.40,-0.302,-0.11,8.421,4.20,27.30 ,present ,12.60 ,51.00 ,
17/07/2021,21:30:00,18.64,-0.750,0.022,0.00,0.38,-3.40,-0.385,-0.10,8.428,4.21,27.10 ,present ,12.60 ,51.00 ,
17/07/2021,21:40:00,18.46,-0.978,0.021,-0.03,0.38,-3.40,-0.470,-0.13,8.436,4.20,26.80 ,present ,12.60 ,51.00 ,
17/07/2021,21:50:00,18.24,-0.957,-0.040,0.00,0.38,-3.40,-0.489,-0.13,8.443,4.20,26.60 ,present ,12.59 ,50.70 ,
17/07/2021,22:00:00,18.04,-0.832,0.000,0.00,0.38,-3.40,-0.473,-0.11,8.451,4.20,26.50 ,present ,12.56 ,50.70 ,
17/07/2021,22:10:00,17.88,-0.840,0.018,-0.01,0.38,-3.40,-0.397,-0.11,8.458,4.20,26.50 ,present ,12.56 ,50.70 ,
17/07/2021,22:20:00,17.74,-0.898,0.006,-0.01,0.38,-3.40,-0.442,-0.12,8.462,4.20,26.50 ,present ,12.60 ,51.00 ,
17/07/2021,22:30:00,17.63,-0.865,0.000,0.00,0.38,-3.40,-0.386,-0.12,8.465,4.20,26.50 ,present ,12.56 ,50.40 ,
17/07/2021,22:40:00,17.49,-0.821,0.013,0.00,0.38,-3.40,-0.216,-0.11,8.473,4.20,26.40 ,present ,12.59 ,50.70 ,
17/07/2021,22:50:00,17.35,-0.802,0.012,0.00,0.38,-3.40,-0.261,-0.11,8.476,4.20,26.20 ,present ,12.59 ,50.70 ,
17/07/2021,23:00:00,17.24,-0.604,0.000,0.00,0.38,-3.40,-0.287,-0.08,8.480,4.21,26.30 ,present ,12.56 ,51.00 ,
17/07/2021,23:10:00,17.16,-0.704,0.000,0.00,0.38,-3.40,-0.207,-0.09,8.484,4.20,26.50 ,present ,12.56 ,50.70 ,
17/07/2021,23:20:00,17.08,-0.708,0.000,0.00,0.38,-3.40,-0.183,-0.09,8.488,4.20,26.20 ,present ,12.56 ,50.40 ,
17/07/2021,23:30:00,16.96,-0.676,0.000,0.00,0.38,-3.40,-0.208,-0.09,8.491,4.20,26.20 ,present ,12.63 ,51.00 ,
17/07/2021,23:40:00,16.82,-0.844,-0.006,0.00,0.38,-3.40,-0.328,-0.11,8.495,4.20,26.00 ,present ,12.63 ,51.00 ,
17/07/2021,23:50:00,16.72,-0.625,0.000,0.00,0.38,-3.40,-0.247,-0.08,8.499,4.20,25.80 ,present ,12.56 ,50.40 ,
18/07/2021,00:00:00,16.64,-0.547,0.000,0.00,0.38,-3.40,-0.163,-0.07,8.503,4.20,25.90 ,present ,12.63 ,50.70 ,
18/07/2021,00:10:00,16.57,-0.620,0.000,0.00,0.38,-3.40,-0.193,-0.08,8.506,4.20,25.80 ,present ,12.59 ,50.40 ,
18/07/2021,00:20:00,16.51,-0.682,0.000,0.00,0.38,-3.40,-0.059,-0.09,8.506,4.20,25.90 ,present ,12.59 ,50.70 ,
18/07/2021,00:30:00,16.43,-0.590,0.000,0.00,0.38,-3.40,-0.182,-0.08,8.510,4.20,25.80 ,present ,12.56 ,50.70 ,
18/07/2021,00:40:00,16.36,-0.583,0.000,0.00,0.38,-3.40,-0.052,-0.08,8.514,4.20,25.80 ,present ,12.60 ,51.00 ,
18/07/2021,00:50:00,16.30,-0.629,0.000,0.00,0.38,-3.40,-0.216,-0.08,8.514,4.21,25.80 ,present ,12.56 ,51.00 ,
18/07/2021,01:00:00,16.24,-0.555,0.000,0.00,0.38,-3.40,-0.194,-0.07,8.518,4.20,25.80 ,present ,12.60 ,51.00 ,
18/07/2021,01:10:00,16.18,-0.564,0.000,0.00,0.38,-3.40,-0.157,-0.07,8.521,4.20,25.80 ,present ,12.56 ,51.00 ,
18/07/2021,01:20:00,16.11,-0.571,0.000,0.00,0.38,-3.40,-0.112,-0.07,8.521,4.20,25.70 ,present ,12.60 ,51.00 ,
18/07/2021,01:30:00,16.03,-0.678,0.000,0.00,0.38,-3.40,-0.199,-0.09,8.525,4.20,25.50 ,present ,12.52 ,51.00 ,
18/07/2021,01:40:00,15.89,-0.619,0.000,0.00,0.38,-3.40,-0.175,-0.08,8.533,4.20,25.10 ,present ,12.56 ,50.70 ,
18/07/2021,01:50:00,15.78,-0.617,0.000,0.00,0.38,-3.40,-0.230,-0.08,8.536,4.20,24.80 ,present ,12.56 ,50.70 ,
18/07/2021,02:00:00,15.68,-0.670,0.000,0.00,0.38,-3.40,-0.087,-0.09,8.540,4.20,24.90 ,present ,12.59 ,50.70 ,
18/07/2021,02:10:00,15.59,-0.733,0.000,0.00,0.38,-3.40,-0.170,-0.10,8.544,4.20,24.70 ,present ,12.59 ,50.70 ,
18/07/2021,02:20:00,15.49,-0.642,0.000,0.00,0.38,-3.40,-0.174,-0.09,8.548,4.20,24.60 ,present ,12.59 ,50.70 ,
18/07/2021,02:30:00,15.39,-0.618,0.000,0.00,0.38,-3.40,-0.202,-0.08,8.551,4.20,24.50 ,present ,12.60 ,51.00 ,
18/07/2021,02:40:00,15.29,-0.700,0.000,0.00,0.38,-3.40,-0.232,-0.09,8.555,4.20,24.50 ,present ,12.59 ,50.70 ,
18/07/2021,02:50:00,15.20,-0.578,0.000,0.00,0.38,-3.40,-0.196,-0.08,8.555,4.20,24.20 ,present ,12.56 ,50.70 ,
18/07/2021,03:00:00,15.12,-0.589,0.000,0.00,0.38,-3.40,-0.250,-0.08,8.559,4.20,24.40 ,present ,12.59 ,50.70 ,
18/07/2021,03:10:00,15.06,-0.552,0.000,0.00,0.38,-3.40,-0.178,-0.07,8.563,4.20,24.30 ,present ,12.56 ,50.40 ,
18/07/2021,03:20:00,14.98,-0.465,0.000,0.00,0.38,-3.40,-0.055,-0.06,8.566,4.20,24.20 ,present ,12.59 ,50.70 ,
18/07/2021,03:30:00,14.89,-0.702,0.000,0.00,0.38,-3.40,-0.204,-0.09,8.570,4.20,24.20 ,present ,12.60 ,51.00 ,
18/07/2021,03:40:00,14.81,-0.709,0.000,0.00,0.38,-3.40,-0.142,-0.09,8.570,4.20,24.20 ,present ,12.56 ,50.70 ,
18/07/2021,03:50:00,14.75,-0.566,0.000,0.00,0.38,-3.40,-0.165,-0.07,8.574,4.20,24.10 ,present ,12.59 ,50.70 ,
18/07/2021,04:00:00,14.66,-0.600,0.000,0.00,0.38,-3.40,-0.115,-0.08,8.578,4.20,24.10 ,present ,12.63 ,50.70 ,
18/07/2021,04:10:00,14.58,-0.589,0.000,0.00,0.38,-3.40,-0.124,-0.08,8.582,4.20,24.00 ,present ,12.59 ,50.40 ,
18/07/2021,04:20:00,14.50,-0.532,0.000,0.00,0.38,-3.40,-0.128,-0.07,8.582,4.20,23.80 ,present ,12.56 ,50.70 ,
18/07/2021,04:30:00,14.41,-0.588,0.000,0.00,0.38,-3.40,-0.239,-0.08,8.585,4.20,23.90 ,present ,12.56 ,50.70 ,
18/07/2021,04:40:00,14.33,-0.523,0.000,0.00,0.38,-3.40,-0.102,-0.07,8.589,4.20,23.60 ,present ,12.56 ,50.70 ,
18/07/2021,04:50:00,14.29,-0.651,0.000,0.00,0.38,-3.40,-0.108,-0.09,8.593,4.20,23.50 ,present ,12.52 ,50.40 ,
18/07/2021,05:00:00,14.21,-0.562,0.000,0.00,0.38,-3.40,-0.175,-0.07,8.593,4.20,23.50 ,present ,12.56 ,51.00 ,
18/07/2021,05:10:00,14.16,-0.548,0.000,0.00,0.38,-3.40,-0.173,-0.07,8.597,4.20,23.50 ,present ,12.56 ,51.00 ,
18/07/2021,05:20:00,14.09,-0.679,0.000,0.00,0.38,-3.40,-0.127,-0.09,8.601,4.20,23.60 ,present ,12.59 ,50.70 ,
18/07/2021,05:30:00,14.08,-0.513,0.000,0.00,0.38,-3.40,-0.126,-0.07,8.601,4.20,23.70 ,present ,12.52 ,50.70 ,
18/07/2021,05:40:00,14.03,-0.615,0.000,0.00,0.38,-3.40,-0.067,-0.08,8.601,4.20,23.50 ,present ,12.56 ,50.40 ,
18/07/2021,05:50:00,13.98,-0.534,0.000,0.00,0.38,-3.40,-0.248,-0.07,8.604,4.20,23.50 ,present ,12.59 ,50.70 ,
18/07/2021,06:00:00,13.90,-0.600,0.000,0.00,0.38,-3.40,-0.131,-0.08,8.604,4.20,23.40 ,present ,12.59 ,50.70 ,
18/07/2021,06:10:00,13.87,-0.544,0.000,0.00,0.38,-3.40,-0.201,-0.07,8.608,4.20,23.40 ,present ,12.56 ,50.70 ,
18/07/2021,06:20:00,13.86,-0.528,0.000,0.00,0.38,-3.40,-0.011,-0.07,8.608,4.20,23.50 ,present ,12.56 ,50.70 ,
18/07/2021,06:30:00,13.83,-0.433,0.000,0.00,0.38,-3.40,-0.096,-0.06,8.608,4.20,23.50 ,present ,12.56 ,51.00 ,
